pixel,background_mean,illuminated_mean,subtracted
80,138.666667,137.458333,0.000000
81,138.875000,137.625000,0.000000
82,140.416667,139.208333,0.000000
83,137.625000,136.541667,0.000000
84,139.958333,139.125000,0.000000
85,136.833333,136.250000,0.000000
86,137.375000,136.333333,0.000000
87,137.000000,136.458333,0.000000
88,134.916667,134.583333,0.000000
89,134.791667,134.208333,0.000000
90,134.750000,133.125000,0.000000
91,132.625000,131.166667,0.000000
92,134.000000,132.083333,0.000000
93,132.166667,130.875000,0.000000
94,131.875000,131.041667,0.000000
95,131.708333,130.375000,0.000000
96,127.833333,127.208333,0.000000
97,129.833333,129.500000,0.000000
98,130.750000,130.291667,0.000000
99,127.666667,126.875000,0.000000
100,129.750000,128.666667,0.000000
101,127.166667,126.666667,0.000000
102,126.500000,125.666667,0.000000
103,127.583333,127.208333,0.000000
104,126.333333,125.375000,0.000000
105,126.000000,125.625000,0.000000
106,126.291667,126.041667,0.000000
107,124.708333,124.500000,0.000000
108,127.458333,126.791667,0.000000
109,124.250000,123.791667,0.000000
110,124.375000,123.708333,0.000000
111,125.208333,124.625000,0.000000
112,123.125000,122.125000,0.000000
113,124.500000,123.083333,0.000000
114,123.916667,122.875000,0.000000
115,122.833333,122.291667,0.000000
116,125.458333,125.041667,0.000000
117,123.875000,123.750000,0.000000
118,123.500000,123.416667,0.000000
119,125.833333,125.750000,0.000000
120,123.250000,123.208333,0.000000
121,124.625000,124.416667,0.000000
122,125.375000,125.250000,0.000000
123,123.291667,123.166667,0.000000
124,125.583333,126.125000,0.541667
125,124.750000,125.250000,0.500000
126,123.958333,124.291667,0.333333
127,124.916667,125.958333,1.041667
128,124.750000,125.458333,0.708333
129,124.958333,126.166667,1.208333
130,125.791667,126.250000,0.458333
131,124.125000,124.958333,0.833333
132,125.458333,125.833333,0.375000
133,123.708333,123.541667,0.000000
134,123.500000,123.333333,0.000000
135,124.666667,124.416667,0.000000
136,121.875000,121.708333,0.000000
137,122.958333,122.625000,0.000000
138,124.458333,123.708333,0.000000
139,121.708333,120.958333,0.000000
140,123.333333,122.666667,0.000000
141,123.250000,122.250000,0.000000
142,122.791667,122.000000,0.000000
143,125.833333,125.166667,0.000000
144,124.166667,123.708333,0.000000
145,125.875000,125.041667,0.000000
146,126.375000,125.958333,0.000000
147,127.000000,126.541667,0.000000
148,129.791667,129.166667,0.000000
149,129.791667,128.958333,0.000000
150,132.375000,131.625000,0.000000
151,133.458333,132.458333,0.000000
152,133.875000,132.791667,0.000000
153,136.750000,135.500000,0.000000
154,139.083333,137.708333,0.000000
155,138.083333,136.666667,0.000000
156,140.333333,138.666667,0.000000
157,139.375000,138.041667,0.000000
158,140.750000,138.583333,0.000000
159,142.916667,141.041667,0.000000
160,141.958333,140.333333,0.000000
161,144.250000,142.666667,0.000000
162,148.750000,147.208333,0.000000
163,148.000000,146.041667,0.000000
164,150.375000,148.791667,0.000000
165,151.500000,149.458333,0.000000
166,152.333333,149.916667,0.000000
167,156.000000,153.833333,0.000000
168,155.416667,152.583333,0.000000
169,156.625000,153.833333,0.000000
170,158.166667,155.166667,0.000000
171,155.541667,153.541667,0.000000
172,157.166667,154.791667,0.000000
173,155.250000,153.458333,0.000000
174,154.708333,152.458333,0.000000
175,155.625000,152.916667,0.000000
176,153.583333,152.000000,0.000000
177,154.083333,152.458333,0.000000
178,156.250000,155.000000,0.000000
179,155.708333,154.083333,0.000000
180,158.500000,157.083333,0.000000
181,158.208333,156.708333,0.000000
182,160.375000,158.041667,0.000000
183,163.958333,161.500000,0.000000
184,164.375000,162.333333,0.000000
185,164.791667,162.958333,0.000000
186,167.458333,165.583333,0.000000
187,167.791667,165.083333,0.000000
188,170.083333,167.833333,0.000000
189,169.458333,167.041667,0.000000
190,170.208333,167.916667,0.000000
191,172.125000,169.625000,0.000000
192,170.458333,168.625000,0.000000
193,170.583333,169.041667,0.000000
194,170.291667,168.583333,0.000000
195,166.375000,164.291667,0.000000
196,164.875000,162.875000,0.000000
197,157.875000,156.541667,0.000000
198,153.333333,151.500000,0.000000
199,151.875000,150.375000,0.000000
200,149.250000,147.791667,0.000000
201,149.416667,147.708333,0.000000
202,156.333333,155.125000,0.000000
203,157.208333,156.125000,0.000000
204,164.333333,162.416667,0.000000
205,166.833333,165.500000,0.000000
206,169.208333,167.375000,0.000000
207,172.416667,170.458333,0.000000
208,171.125000,168.750000,0.000000
209,170.833333,168.833333,0.000000
210,171.416667,169.000000,0.000000
211,169.083333,166.916667,0.000000
212,171.916667,169.291667,0.000000
213,167.916667,165.875000,0.000000
214,168.416667,166.333333,0.000000
215,168.750000,166.500000,0.000000
216,165.416667,163.500000,0.000000
217,165.916667,164.000000,0.000000
218,166.791667,164.125000,0.000000
219,164.583333,162.250000,0.000000
220,166.833333,164.541667,0.000000
221,164.458333,162.625000,0.000000
222,163.583333,161.625000,0.000000
223,164.500000,162.833333,0.000000
224,162.333333,160.583333,0.000000
225,162.125000,160.541667,0.000000
226,163.583333,161.750000,0.000000
227,160.208333,158.708333,0.000000
228,161.083333,159.208333,0.000000
229,158.041667,156.125000,0.000000
230,157.041667,155.208333,0.000000
231,156.375000,154.875000,0.000000
232,153.000000,151.666667,0.000000
233,151.583333,149.625000,0.000000
234,151.541667,149.583333,0.000000
235,147.875000,146.125000,0.000000
236,151.250000,149.291667,0.000000
237,148.208333,146.500000,0.000000
238,146.750000,145.416667,0.000000
239,148.541667,147.541667,0.000000
240,146.750000,145.666667,0.000000
241,147.916667,146.333333,0.000000
242,149.750000,148.125000,0.000000
243,146.541667,145.333333,0.000000
244,147.958333,146.666667,0.000000
245,148.166667,147.416667,0.000000
246,147.375000,146.625000,0.000000
247,150.125000,149.000000,0.000000
248,146.666667,145.833333,0.000000
249,148.833333,147.583333,0.000000
250,149.291667,147.708333,0.000000
251,146.958333,145.458333,0.000000
252,149.666667,148.291667,0.000000
253,147.458333,146.250000,0.000000
254,146.333333,145.333333,0.000000
255,147.916667,147.500000,0.000000
256,145.958333,144.916667,0.000000
257,146.166667,144.708333,0.000000
258,146.958333,145.791667,0.000000
259,143.666667,142.791667,0.000000
260,146.375000,145.291667,0.000000
261,144.958333,143.583333,0.000000
262,143.166667,142.125000,0.000000
263,143.791667,142.791667,0.000000
264,142.583333,141.125000,0.000000
265,141.791667,141.083333,0.000000
266,144.166667,143.000000,0.000000
267,140.916667,139.916667,0.000000
268,142.250000,141.083333,0.000000
269,142.000000,140.666667,0.000000
270,140.375000,139.000000,0.000000
271,143.250000,142.250000,0.000000
272,140.458333,138.791667,0.000000
273,140.916667,139.541667,0.000000
274,140.541667,139.708333,0.000000
275,138.000000,137.000000,0.000000
276,141.166667,140.000000,0.000000
277,140.708333,139.208333,0.000000
278,137.916667,136.583333,0.000000
279,139.541667,138.500000,0.000000
280,138.625000,137.125000,0.000000
281,139.083333,137.458333,0.000000
282,138.541667,137.916667,0.000000
283,136.416667,135.791667,0.000000
284,137.625000,136.875000,0.000000
285,136.041667,134.833333,0.000000
286,135.333333,134.250000,0.000000
287,136.125000,135.208333,0.000000
